condition_id,swap_variant,layer,logit_A,logit_B,delta_AB,rank_A,rank_B,j_score_A,j_score_B,j_delta_AB,j_rank_A,j_rank_B
sc10_swap,True,50,4.453125,21.34375,-16.890625,3605,11,,,,,
sc10_swap,True,51,15.2265625,20.0,-4.7734375,63,16,,,,,
sc10_swap,True,52,7.6875,15.828125,-8.140625,7534,349,,,,,
sc10_swap,True,53,17.734375,15.90625,1.828125,36,74,,,,,
sc10_swap,True,54,16.328125,15.5625,0.765625,81,118,,,,,
sc10_swap,True,55,3.7578125,7.01171875,-3.25390625,26417,9116,,,,,
sc10_swap,True,56,-7.0703125,-32.53125,25.4609375,204426,262137,,,,,
sc10_swap,True,57,-2.7109375,-45.96875,43.2578125,159326,262141,,,,,
sc10_swap,True,58,37.28125,0.1571044921875,37.1241455078125,10,136283,,,,,
sc10_swap,True,59,53.28125,18.0,35.28125,0,1,,,,,
sc20_orig,False,0,-270.25,-218.125,-52.125,262133,262127,,,,,
sc20_orig,False,1,-613.5,-1023.0,409.5,262131,262138,,,,,
sc20_orig,False,2,-591.0,-992.5,401.5,262131,262138,,,,,
sc20_orig,False,3,-527.5,-994.5,467.0,262131,262139,,,,,
sc20_orig,False,4,-518.5,-980.5,462.0,262131,262139,,,,,
sc20_orig,False,5,-373.5,-783.5,410.0,262133,262141,,,,,
sc20_orig,False,6,-280.0,-580.5,300.5,262132,262141,,,,,
sc20_orig,False,7,-208.875,-405.5,196.625,262131,262140,,,,,
sc20_orig,False,8,-224.375,-441.75,217.375,262131,262140,,,,,
sc20_orig,False,9,-170.5,-348.75,178.25,262129,262140,,,,,
sc20_orig,False,10,-140.125,-272.5,132.375,262127,262140,,,,,
sc20_orig,False,11,-121.75,-221.0,99.25,262129,262139,,,,,
sc20_orig,False,12,-158.0,-260.25,102.25,262128,262138,,,,,
sc20_orig,False,13,-157.125,-257.5,100.375,262129,262138,,,,,
sc20_orig,False,14,-157.625,-251.375,93.75,262129,262137,,,,,
sc20_orig,False,15,-135.375,-183.125,47.75,262130,262137,,,,,
sc20_orig,False,16,-127.8125,-160.875,33.0625,262130,262137,,,,,
sc20_orig,False,17,-114.125,-115.9375,1.8125,262133,262134,,,,,
sc20_orig,False,18,-112.4375,-115.4375,3.0,262133,262134,,,,,
sc20_orig,False,19,-109.1875,-115.5625,6.375,262133,262136,,,,,
sc20_orig,False,20,-96.375,-98.375,2.0,262133,262134,,,,,
sc20_orig,False,21,-93.1875,-97.5625,4.375,262131,262134,,,,,
sc20_orig,False,22,-95.5,-98.4375,2.9375,262133,262135,,,,,
sc20_orig,False,23,-92.8125,-99.125,6.3125,262134,262135,,,,,
sc20_orig,False,24,-95.5625,-110.0625,14.5,262133,262137,,,,,
sc20_orig,False,25,-93.125,-113.9375,20.8125,262133,262136,,,,,
sc20_orig,False,26,-88.3125,-107.875,19.5625,262134,262138,,,,,
sc20_orig,False,27,-68.375,-82.375,14.0,262133,262137,,,,,
sc20_orig,False,28,-83.375,-95.6875,12.3125,262135,262139,,,,,
sc20_orig,False,29,-53.1875,-38.65625,-14.53125,262002,257289,,,,,
sc20_orig,False,30,-45.75,-26.59375,-19.15625,260486,174788,,,,,
sc20_orig,False,31,-31.296875,4.3671875,-35.6640625,211050,631,,,,,
sc20_orig,False,32,-23.21875,22.703125,-45.921875,108830,45,,,,,
sc20_orig,False,33,-16.859375,22.46875,-39.328125,42826,54,,,,,
sc20_orig,False,34,-16.90625,18.4375,-35.34375,43182,89,,,,,
sc20_orig,False,35,-9.0390625,21.109375,-30.1484375,8720,57,,,,,
sc20_orig,False,36,-9.9375,18.359375,-28.296875,17070,80,,,,,
sc20_orig,False,37,-15.9375,5.3203125,-21.2578125,70412,472,,,,,
sc20_orig,False,38,-21.171875,-9.4765625,-11.6953125,183404,38071,,,,,
sc20_orig,False,39,-14.3359375,-21.09375,6.7578125,210746,246139,,,,,
sc20_orig,False,40,-6.09765625,-15.8984375,9.80078125,140133,234189,,,,,
sc20_orig,False,41,-0.056915283203125,5.89453125,-5.951446533203125,36398,7057,,,,,
sc20_orig,False,42,-5.359375,9.859375,-15.21875,68156,734,,,,,
sc20_orig,False,43,-13.515625,-1.935546875,-11.580078125,189568,30545,,,,,
sc20_orig,False,44,-14.15625,4.2421875,-18.3984375,209720,4970,,,,,
sc20_orig,False,45,-16.46875,7.33984375,-23.80859375,234030,1719,,,,,
sc20_orig,False,46,-14.578125,4.0625,-18.640625,219847,7506,,,,,
sc20_orig,False,47,-12.6015625,0.33154296875,-12.93310546875,199771,25735,,,,,
sc20_orig,False,48,-10.203125,12.515625,-22.71875,161003,156,,,,,
sc20_orig,False,49,-2.9140625,28.46875,-31.3828125,48971,6,,,,,
sc20_orig,False,50,-3.841796875,17.375,-21.216796875,58775,28,,,,,
sc20_orig,False,51,7.734375,16.3125,-8.578125,1674,64,,,,,
sc20_orig,False,52,2.22265625,-3.740234375,5.962890625,23272,77343,,,,,
sc20_orig,False,53,2.421875,-31.1875,33.609375,14495,262087,,,,,
sc20_orig,False,54,-6.66796875,-49.25,42.58203125,119207,262142,,,,,
sc20_orig,False,55,-9.65625,-45.28125,35.625,199707,262141,,,,,
sc20_orig,False,56,-21.484375,-116.5625,95.078125,261509,262143,,,,,
sc20_orig,False,57,-36.59375,-169.75,133.15625,262141,262143,,,,,
sc20_orig,False,58,-5.21484375,-27.5625,22.34765625,230974,262137,,,,,
sc20_orig,False,59,1.35546875,41.8125,-40.45703125,705,0,,,,,
sc20_swap,True,0,-265.5,-216.5,-49.0,262133,262127,,,,,
sc20_swap,True,1,-609.0,-1025.0,416.0,262131,262138,,,,,
sc20_swap,True,2,-587.0,-993.5,406.5,262131,262138,,,,,
sc20_swap,True,3,-524.0,-995.5,471.5,262131,262139,,,,,
sc20_swap,True,4,-514.5,-982.5,468.0,262131,262139,,,,,
sc20_swap,True,5,-370.25,-783.5,413.25,262133,262141,,,,,
sc20_swap,True,6,-278.25,-580.0,301.75,262132,262141,,,,,
sc20_swap,True,7,-205.375,-401.75,196.375,262131,262140,,,,,
sc20_swap,True,8,-220.375,-437.0,216.625,262131,262140,,,,,
sc20_swap,True,9,-167.125,-345.0,177.875,262128,262140,,,,,
sc20_swap,True,10,-136.875,-268.75,131.875,262127,262140,,,,,
sc20_swap,True,11,-119.625,-219.375,99.75,262129,262139,,,,,
sc20_swap,True,12,-155.625,-257.75,102.125,262128,262138,,,,,
sc20_swap,True,13,-154.75,-254.75,100.0,262129,262138,,,,,
sc20_swap,True,14,-155.25,-248.875,93.625,262130,262137,,,,,
sc20_swap,True,15,-133.625,-180.875,47.25,262130,262137,,,,,
sc20_swap,True,16,-125.9375,-158.0,32.0625,262130,262137,,,,,
sc20_swap,True,17,-112.5625,-112.75,0.1875,262133,262134,,,,,
sc20_swap,True,18,-111.125,-112.4375,1.3125,262133,262134,,,,,
sc20_swap,True,19,-108.1875,-113.5625,5.375,262133,262136,,,,,
sc20_swap,True,20,-95.4375,-96.75,1.3125,262133,262134,,,,,
sc20_swap,True,21,-91.6875,-95.8125,4.125,262131,262135,,,,,
sc20_swap,True,22,-93.9375,-97.0,3.0625,262133,262136,,,,,
sc20_swap,True,23,-91.75,-98.5,6.75,262134,262135,,,,,
sc20_swap,True,24,-94.5625,-109.875,15.3125,262133,262137,,,,,
sc20_swap,True,25,-91.75,-113.8125,22.0625,262133,262136,,,,,
sc20_swap,True,26,-86.875,-109.125,22.25,262134,262138,,,,,
sc20_swap,True,27,-66.3125,-81.125,14.8125,262133,262137,,,,,
sc20_swap,True,28,-82.6875,-94.5625,11.875,262135,262139,,,,,
sc20_swap,True,29,-53.5,-37.46875,-16.03125,262002,255603,,,,,
sc20_swap,True,30,-45.90625,-25.765625,-20.140625,260435,164778,,,,,
sc20_swap,True,31,-30.703125,5.3046875,-36.0078125,204056,538,,,,,
sc20_swap,True,32,-22.109375,25.6875,-47.796875,93787,36,,,,,
sc20_swap,True,33,-15.421875,25.578125,-41.0,32713,38,,,,,
sc20_swap,True,34,-16.140625,20.96875,-37.109375,36675,67,,,,,
sc20_swap,True,35,-9.265625,20.21875,-29.484375,8863,66,,,,,
sc20_swap,True,36,-8.5703125,18.703125,-27.2734375,12121,81,,,,,
sc20_swap,True,37,-13.4453125,8.578125,-22.0234375,43784,260,,,,,
sc20_swap,True,38,-18.34375,-6.57421875,-11.76953125,145290,19686,,,,,
sc20_swap,True,39,-8.0,-12.609375,4.609375,119792,182195,,,,,
sc20_swap,True,40,0.82275390625,-12.8203125,13.64306640625,45447,214120,,,,,
sc20_swap,True,41,6.4375,11.7734375,-5.3359375,4246,727,,,,,
sc20_swap,True,42,0.4443359375,10.859375,-10.4150390625,12972,364,,,,,
sc20_swap,True,43,-8.8671875,-5.9921875,-2.875,114558,69779,,,,,
sc20_swap,True,44,-10.703125,-5.9296875,-4.7734375,161887,80600,,,,,
sc20_swap,True,45,-11.3046875,3.46875,-14.7734375,180296,6075,,,,,
sc20_swap,True,46,-6.16015625,9.015625,-15.17578125,98689,792,,,,,
sc20_swap,True,47,-5.05078125,10.7890625,-15.83984375,81459,402,,,,,
sc20_swap,True,48,0.01515960693359375,19.4375,-19.422340393066406,19571,14,,,,,
sc20_swap,True,49,0.1536865234375,23.703125,-23.5494384765625,16412,7,,,,,
sc20_swap,True,50,1.375,20.90625,-19.53125,10858,15,,,,,
sc20_swap,True,51,11.78125,22.59375,-10.8125,236,14,,,,,
sc20_swap,True,52,4.6171875,18.09375,-13.4765625,14716,115,,,,,
sc20_swap,True,53,13.2890625,18.671875,-5.3828125,195,33,,,,,
sc20_swap,True,54,11.2109375,21.421875,-10.2109375,481,19,,,,,
sc20_swap,True,55,2.814453125,14.15625,-11.341796875,28366,387,,,,,
sc20_swap,True,56,-7.625,-19.5625,11.9375,202413,261078,,,,,
sc20_swap,True,57,-1.2275390625,-22.921875,21.6943359375,134428,261817,,,,,
sc20_swap,True,58,39.25,13.5078125,25.7421875,10,8569,,,,,
sc20_swap,True,59,44.5,9.0390625,35.4609375,0,11,,,,,
sc30_orig,False,0,-270.25,-217.875,-52.375,262133,262127,,,,,
sc30_orig,False,1,-613.5,-1023.0,409.5,262131,262138,,,,,
sc30_orig,False,2,-591.0,-992.5,401.5,262131,262138,,,,,
sc30_orig,False,3,-527.5,-995.0,467.5,262131,262139,,,,,
sc30_orig,False,4,-518.0,-980.0,462.0,262131,262139,,,,,
sc30_orig,False,5,-373.25,-783.5,410.25,262133,262141,,,,,
sc30_orig,False,6,-280.25,-580.5,300.25,262132,262141,,,,,
sc30_orig,False,7,-208.625,-405.0,196.375,262131,262140,,,,,
sc30_orig,False,8,-224.375,-442.0,217.625,262131,262140,,,,,
sc30_orig,False,9,-170.5,-349.0,178.5,262129,262140,,,,,
sc30_orig,False,10,-140.125,-272.5,132.375,262127,262140,,,,,
sc30_orig,False,11,-121.6875,-221.125,99.4375,262129,262139,,,,,
sc30_orig,False,12,-158.0,-260.5,102.5,262128,262138,,,,,
sc30_orig,False,13,-157.125,-257.75,100.625,262129,262138,,,,,
sc30_orig,False,14,-157.625,-251.5,93.875,262129,262137,,,,,
sc30_orig,False,15,-135.5,-183.125,47.625,262130,262137,,,,,
sc30_orig,False,16,-127.875,-160.875,33.0,262130,262137,,,,,
sc30_orig,False,17,-114.125,-115.875,1.75,262133,262134,,,,,
sc30_orig,False,18,-112.375,-115.375,3.0,262133,262134,,,,,
sc30_orig,False,19,-109.25,-115.625,6.375,262133,262136,,,,,
sc30_orig,False,20,-96.375,-98.375,2.0,262133,262134,,,,,
sc30_orig,False,21,-93.1875,-97.5625,4.375,262131,262134,,,,,
sc30_orig,False,22,-95.375,-98.4375,3.0625,262133,262135,,,,,
sc30_orig,False,23,-92.8125,-99.25,6.4375,262134,262135,,,,,
sc30_orig,False,24,-95.4375,-109.875,14.4375,262133,262137,,,,,
sc30_orig,False,25,-92.9375,-113.5,20.5625,262133,262136,,,,,
sc30_orig,False,26,-88.125,-107.4375,19.3125,262134,262138,,,,,
sc30_orig,False,27,-68.25,-81.5,13.25,262133,262137,,,,,
sc30_orig,False,28,-83.5,-95.9375,12.4375,262135,262139,,,,,
sc30_orig,False,29,-53.5625,-39.0625,-14.5,262010,257721,,,,,
sc30_orig,False,30,-46.15625,-27.28125,-18.875,260687,181396,,,,,
sc30_orig,False,31,-31.5,4.0859375,-35.5859375,212764,676,,,,,
sc30_orig,False,32,-23.390625,22.171875,-45.5625,111637,46,,,,,
sc30_orig,False,33,-16.765625,22.21875,-38.984375,42465,53,,,,,
sc30_orig,False,34,-16.71875,18.578125,-35.296875,42115,89,,,,,
sc30_orig,False,35,-8.5078125,21.609375,-30.1171875,7617,56,,,,,
sc30_orig,False,36,-9.984375,18.53125,-28.515625,16902,75,,,,,
sc30_orig,False,37,-16.359375,4.75390625,-21.11328125,74658,528,,,,,
sc30_orig,False,38,-21.234375,-8.4609375,-12.7734375,184693,30827,,,,,
sc30_orig,False,39,-15.75,-22.484375,6.734375,223940,249440,,,,,
sc30_orig,False,40,-6.96484375,-16.640625,9.67578125,159614,239338,,,,,
sc30_orig,False,41,-1.05078125,3.732421875,-4.783203125,49944,15666,,,,,
sc30_orig,False,42,-6.29296875,8.328125,-14.62109375,84863,1428,,,,,
sc30_orig,False,43,-14.9453125,-2.66796875,-12.27734375,208881,39916,,,,,
sc30_orig,False,44,-14.6328125,5.4765625,-20.109375,215228,3413,,,,,
sc30_orig,False,45,-16.875,6.56640625,-23.44140625,236295,2593,,,,,
sc30_orig,False,46,-15.3046875,3.203125,-18.5078125,225759,10717,,,,,
sc30_orig,False,47,-13.4296875,0.306884765625,-13.736572265625,208849,26486,,,,,
sc30_orig,False,48,-11.375,11.078125,-22.453125,179214,342,,,,,
sc30_orig,False,49,-3.05078125,30.390625,-33.44140625,50676,6,,,,,
sc30_orig,False,50,-3.94921875,20.140625,-24.08984375,59429,21,,,,,
sc30_orig,False,51,7.14453125,15.859375,-8.71484375,2436,72,,,,,
sc30_orig,False,52,2.908203125,-6.29296875,9.201171875,21401,113992,,,,,
sc30_orig,False,53,2.298828125,-33.0,35.298828125,16116,262116,,,,,
sc30_orig,False,54,-6.73046875,-52.53125,45.80078125,118847,262142,,,,,
sc30_orig,False,55,-9.3671875,-46.09375,36.7265625,197225,262141,,,,,
sc30_orig,False,56,-21.65625,-113.9375,92.28125,261529,262143,,,,,
sc30_orig,False,57,-37.625,-166.25,128.625,262142,262143,,,,,
sc30_orig,False,58,-7.19921875,-26.6875,19.48828125,243940,262135,,,,,
sc30_orig,False,59,-0.474609375,40.25,-40.724609375,4546,0,,,,,
sc30_swap,True,0,-265.75,-216.5,-49.25,262133,262127,,,,,
sc30_swap,True,1,-608.5,-1025.0,416.5,262131,262138,,,,,
sc30_swap,True,2,-587.0,-993.5,406.5,262131,262138,,,,,
sc30_swap,True,3,-524.0,-996.5,472.5,262131,262139,,,,,
sc30_swap,True,4,-515.0,-983.0,468.0,262131,262139,,,,,
sc30_swap,True,5,-370.25,-784.5,414.25,262133,262141,,,,,
sc30_swap,True,6,-278.25,-580.5,302.25,262132,262141,,,,,
sc30_swap,True,7,-205.25,-401.5,196.25,262131,262140,,,,,
sc30_swap,True,8,-220.5,-437.5,217.0,262131,262140,,,,,
sc30_swap,True,9,-167.25,-345.5,178.25,262128,262140,,,,,
sc30_swap,True,10,-136.875,-269.25,132.375,262127,262140,,,,,
sc30_swap,True,11,-119.625,-219.625,100.0,262129,262139,,,,,
sc30_swap,True,12,-155.75,-257.75,102.0,262128,262138,,,,,
sc30_swap,True,13,-154.875,-255.0,100.125,262129,262138,,,,,
sc30_swap,True,14,-155.375,-249.125,93.75,262130,262137,,,,,
sc30_swap,True,15,-133.875,-181.125,47.25,262130,262137,,,,,
sc30_swap,True,16,-126.0625,-158.375,32.3125,262130,262137,,,,,
sc30_swap,True,17,-112.625,-112.875,0.25,262133,262134,,,,,
sc30_swap,True,18,-111.1875,-112.625,1.4375,262133,262134,,,,,
sc30_swap,True,19,-108.3125,-113.75,5.4375,262133,262136,,,,,
sc30_swap,True,20,-95.625,-97.0625,1.4375,262133,262134,,,,,
sc30_swap,True,21,-91.8125,-96.0,4.1875,262131,262135,,,,,
sc30_swap,True,22,-93.9375,-97.0625,3.125,262133,262136,,,,,
sc30_swap,True,23,-91.8125,-98.625,6.8125,262134,262135,,,,,
sc30_swap,True,24,-94.625,-109.75,15.125,262133,262137,,,,,
sc30_swap,True,25,-91.9375,-113.8125,21.875,262133,262136,,,,,
sc30_swap,True,26,-87.125,-109.125,22.0,262134,262138,,,,,
sc30_swap,True,27,-66.625,-81.25,14.625,262133,262137,,,,,
sc30_swap,True,28,-83.375,-95.6875,12.3125,262135,262139,,,,,
sc30_swap,True,29,-54.0,-38.3125,-15.6875,262022,256667,,,,,
sc30_swap,True,30,-46.4375,-26.8125,-19.625,260625,174509,,,,,
sc30_swap,True,31,-30.921875,5.0078125,-35.9296875,205695,572,,,,,
sc30_swap,True,32,-22.3125,25.46875,-47.78125,96072,36,,,,,
sc30_swap,True,33,-15.96875,24.9375,-40.90625,36637,39,,,,,
sc30_swap,True,34,-16.40625,20.734375,-37.140625,38941,69,,,,,
sc30_swap,True,35,-9.15625,20.359375,-29.515625,8733,65,,,,,
sc30_swap,True,36,-8.796875,18.828125,-27.625,12645,77,,,,,
sc30_swap,True,37,-14.3203125,7.13671875,-21.45703125,52021,315,,,,,
sc30_swap,True,38,-19.015625,-6.7890625,-12.2265625,156065,21044,,,,,
sc30_swap,True,39,-8.65625,-12.2578125,3.6015625,132752,180956,,,,,
sc30_swap,True,40,-1.0322265625,-12.875,11.8427734375,68748,215924,,,,,
sc30_swap,True,41,3.88671875,8.421875,-4.53515625,11187,2594,,,,,
sc30_swap,True,42,-2.228515625,9.65625,-11.884765625,31191,614,,,,,
sc30_swap,True,43,-10.8515625,-4.41015625,-6.44140625,150160,51691,,,,,
sc30_swap,True,44,-12.3046875,-2.8125,-9.4921875,189436,42719,,,,,
sc30_swap,True,45,-12.8984375,7.76171875,-20.66015625,203737,1233,,,,,
sc30_swap,True,46,-8.15625,12.46875,-20.625,135412,234,,,,,
sc30_swap,True,47,-8.203125,11.359375,-19.5625,135699,386,,,,,
sc30_swap,True,48,-2.03515625,21.734375,-23.76953125,37504,10,,,,,
sc30_swap,True,49,-1.9072265625,24.625,-26.5322265625,31517,8,,,,,
sc30_swap,True,50,-0.0233612060546875,21.140625,-21.163986206054688,16971,16,,,,,
sc30_swap,True,51,8.84375,22.1875,-13.34375,691,14,,,,,
sc30_swap,True,52,3.18359375,17.71875,-14.53515625,17558,112,,,,,
sc30_swap,True,53,10.046875,15.0625,-5.015625,662,108,,,,,
sc30_swap,True,54,7.16015625,17.890625,-10.73046875,2327,61,,,,,
sc30_swap,True,55,0.56640625,14.734375,-14.16796875,46120,329,,,,,
sc30_swap,True,56,-9.6328125,-15.2109375,5.578125,225110,254883,,,,,
sc30_swap,True,57,-3.36328125,-17.953125,14.58984375,174371,260127,,,,,
sc30_swap,True,58,38.4375,16.359375,22.078125,11,3700,,,,,
sc30_swap,True,59,38.875,5.7578125,33.1171875,0,45,,,,,
sc40_orig,False,0,-270.25,-218.0,-52.25,262133,262127,,,,,
sc40_orig,False,1,-613.0,-1023.0,410.0,262131,262138,,,,,
sc40_orig,False,2,-591.0,-992.5,401.5,262131,262138,,,,,
sc40_orig,False,3,-527.5,-994.5,467.0,262131,262139,,,,,
sc40_orig,False,4,-518.0,-980.0,462.0,262131,262139,,,,,
sc40_orig,False,5,-373.25,-783.5,410.25,262133,262141,,,,,
sc40_orig,False,6,-280.0,-580.5,300.5,262132,262141,,,,,
sc40_orig,False,7,-208.375,-404.5,196.125,262131,262140,,,,,
sc40_orig,False,8,-224.0,-441.25,217.25,262131,262140,,,,,
sc40_orig,False,9,-170.125,-348.25,178.125,262129,262140,,,,,
sc40_orig,False,10,-139.875,-272.25,132.375,262127,262140,,,,,
sc40_orig,False,11,-121.75,-221.25,99.5,262129,262139,,,,,
sc40_orig,False,12,-158.0,-260.25,102.25,262128,262138,,,,,
sc40_orig,False,13,-157.125,-257.5,100.375,262129,262138,,,,,
sc40_orig,False,14,-157.625,-251.5,93.875,262129,262137,,,,,
sc40_orig,False,15,-135.5,-183.375,47.875,262130,262137,,,,,
sc40_orig,False,16,-127.875,-161.0,33.125,262130,262137,,,,,
sc40_orig,False,17,-114.125,-116.0,1.875,262133,262134,,,,,
sc40_orig,False,18,-112.375,-115.5,3.125,262133,262134,,,,,
sc40_orig,False,19,-109.3125,-115.8125,6.5,262133,262136,,,,,
sc40_orig,False,20,-96.4375,-98.5625,2.125,262133,262134,,,,,
sc40_orig,False,21,-93.25,-97.6875,4.4375,262131,262134,,,,,
sc40_orig,False,22,-95.4375,-98.5,3.0625,262133,262135,,,,,
sc40_orig,False,23,-92.8125,-99.25,6.4375,262134,262135,,,,,
sc40_orig,False,24,-95.5,-110.0,14.5,262133,262137,,,,,
sc40_orig,False,25,-92.9375,-113.5,20.5625,262133,262136,,,,,
sc40_orig,False,26,-88.125,-107.4375,19.3125,262134,262138,,,,,
sc40_orig,False,27,-68.25,-81.375,13.125,262133,262137,,,,,
sc40_orig,False,28,-83.5,-95.875,12.375,262135,262139,,,,,
sc40_orig,False,29,-53.53125,-39.3125,-14.21875,262009,257944,,,,,
sc40_orig,False,30,-45.90625,-27.203125,-18.703125,260595,180642,,,,,
sc40_orig,False,31,-31.4375,4.10546875,-35.54296875,211923,666,,,,,
sc40_orig,False,32,-23.171875,22.28125,-45.453125,108411,46,,,,,
sc40_orig,False,33,-16.921875,21.875,-38.796875,43549,55,,,,,
sc40_orig,False,34,-16.5,18.78125,-35.28125,40337,88,,,,,
sc40_orig,False,35,-8.1796875,21.984375,-30.1640625,6982,55,,,,,
sc40_orig,False,36,-9.78125,18.640625,-28.421875,15820,74,,,,,
sc40_orig,False,37,-16.6875,3.70703125,-20.39453125,78138,646,,,,,
sc40_orig,False,38,-21.203125,-8.5234375,-12.6796875,184431,31295,,,,,
sc40_orig,False,39,-16.09375,-22.5625,6.46875,227435,249918,,,,,
sc40_orig,False,40,-6.9296875,-16.296875,9.3671875,161987,238750,,,,,
sc40_orig,False,41,-0.935546875,3.466796875,-4.40234375,50490,17624,,,,,
sc40_orig,False,42,-6.1640625,8.3046875,-14.46875,84511,1501,,,,,
sc40_orig,False,43,-14.8515625,-2.19140625,-12.66015625,208429,36457,,,,,
sc40_orig,False,44,-14.375,6.390625,-20.765625,212633,2490,,,,,
sc40_orig,False,45,-16.59375,6.453125,-23.046875,234309,2757,,,,,
sc40_orig,False,46,-15.34375,2.873046875,-18.216796875,225664,11974,,,,,
sc40_orig,False,47,-13.46875,0.7587890625,-14.2275390625,208981,23511,,,,,
sc40_orig,False,48,-11.6171875,10.8359375,-22.453125,183146,398,,,,,
sc40_orig,False,49,-3.03515625,31.5625,-34.59765625,49899,6,,,,,
sc40_orig,False,50,-3.427734375,22.375,-25.802734375,51674,17,,,,,
sc40_orig,False,51,7.11328125,17.625,-10.51171875,2449,48,,,,,
sc40_orig,False,52,2.861328125,-5.5078125,8.369140625,21369,102654,,,,,
sc40_orig,False,53,1.9931640625,-32.8125,34.8056640625,17195,262105,,,,,
sc40_orig,False,54,-6.78125,-52.5,45.71875,116740,262142,,,,,
sc40_orig,False,55,-9.4296875,-45.71875,36.2890625,196243,262141,,,,,
sc40_orig,False,56,-21.125,-111.3125,90.1875,261346,262143,,,,,
sc40_orig,False,57,-37.4375,-164.25,126.8125,262142,262143,,,,,
sc40_orig,False,58,-8.1171875,-25.84375,17.7265625,248212,262129,,,,,
sc40_orig,False,59,-1.177734375,39.5,-40.677734375,8018,0,,,,,
sc40_swap,True,0,-265.75,-216.375,-49.375,262133,262127,,,,,
sc40_swap,True,1,-608.5,-1025.0,416.5,262131,262138,,,,,
sc40_swap,True,2,-587.0,-994.0,407.0,262131,262138,,,,,
sc40_swap,True,3,-524.0,-996.0,472.0,262131,262139,,,,,
sc40_swap,True,4,-514.5,-983.0,468.5,262131,262139,,,,,
sc40_swap,True,5,-370.0,-784.0,414.0,262133,262141,,,,,
sc40_swap,True,6,-278.25,-581.0,302.75,262132,262141,,,,,
sc40_swap,True,7,-205.25,-401.75,196.5,262131,262140,,,,,
sc40_swap,True,8,-220.625,-438.0,217.375,262131,262140,,,,,
sc40_swap,True,9,-167.25,-345.75,178.5,262128,262140,,,,,
sc40_swap,True,10,-137.0,-269.5,132.5,262127,262140,,,,,
sc40_swap,True,11,-119.625,-219.75,100.125,262129,262139,,,,,
sc40_swap,True,12,-155.875,-258.25,102.375,262128,262138,,,,,
sc40_swap,True,13,-155.0,-255.5,100.5,262129,262138,,,,,
sc40_swap,True,14,-155.5,-249.5,94.0,262129,262137,,,,,
sc40_swap,True,15,-134.0,-181.625,47.625,262130,262137,,,,,
sc40_swap,True,16,-126.25,-158.75,32.5,262130,262137,,,,,
sc40_swap,True,17,-112.75,-113.3125,0.5625,262133,262134,,,,,
sc40_swap,True,18,-111.3125,-113.0,1.6875,262133,262134,,,,,
sc40_swap,True,19,-108.375,-114.0,5.625,262133,262136,,,,,
sc40_swap,True,20,-95.6875,-97.1875,1.5,262133,262134,,,,,
sc40_swap,True,21,-91.875,-96.1875,4.3125,262131,262135,,,,,
sc40_swap,True,22,-94.0,-97.125,3.125,262133,262136,,,,,
sc40_swap,True,23,-91.875,-98.6875,6.8125,262134,262135,,,,,
sc40_swap,True,24,-94.6875,-109.9375,15.25,262133,262137,,,,,
sc40_swap,True,25,-92.0,-114.0,22.0,262133,262136,,,,,
sc40_swap,True,26,-87.125,-109.1875,22.0625,262134,262138,,,,,
sc40_swap,True,27,-66.625,-81.125,14.5,262133,262137,,,,,
sc40_swap,True,28,-83.3125,-95.5625,12.25,262135,262139,,,,,
sc40_swap,True,29,-53.9375,-38.28125,-15.65625,262020,256680,,,,,
sc40_swap,True,30,-46.40625,-26.75,-19.65625,260620,174001,,,,,
sc40_swap,True,31,-30.921875,4.94140625,-35.86328125,205747,577,,,,,
sc40_swap,True,32,-22.28125,25.46875,-47.75,95911,36,,,,,
sc40_swap,True,33,-16.0625,24.9375,-41.0,37163,39,,,,,
sc40_swap,True,34,-16.265625,20.890625,-37.15625,38034,68,,,,,
sc40_swap,True,35,-8.8359375,20.84375,-29.6796875,8108,62,,,,,
sc40_swap,True,36,-8.765625,19.0625,-27.828125,12533,75,,,,,
sc40_swap,True,37,-14.9375,6.26171875,-21.19921875,58753,379,,,,,
sc40_swap,True,38,-19.234375,-6.62109375,-12.61328125,159946,20431,,,,,
sc40_swap,True,39,-9.1640625,-12.0859375,2.921875,144762,182920,,,,,
sc40_swap,True,40,-1.9541015625,-12.0546875,10.1005859375,84092,211129,,,,,
sc40_swap,True,41,2.3671875,6.6171875,-4.25,19120,5276,,,,,
sc40_swap,True,42,-3.552734375,9.0625,-12.615234375,45639,865,,,,,
sc40_swap,True,43,-12.0546875,-3.9765625,-8.078125,171364,48928,,,,,
sc40_swap,True,44,-13.3671875,-1.3740234375,-11.9931640625,205059,31268,,,,,
sc40_swap,True,45,-14.0390625,8.890625,-22.9296875,217615,832,,,,,
sc40_swap,True,46,-9.5,13.2421875,-22.7421875,159887,182,,,,,
sc40_swap,True,47,-10.390625,10.5546875,-20.9453125,173144,611,,,,,
sc40_swap,True,48,-3.771484375,21.578125,-25.349609375,59705,9,,,,,
sc40_swap,True,49,-3.666015625,23.96875,-27.634765625,52032,8,,,,,
sc40_swap,True,50,-1.4248046875,19.9375,-21.3623046875,27051,17,,,,,
sc40_swap,True,51,6.203125,21.6875,-15.484375,1939,15,,,,,
sc40_swap,True,52,1.24609375,16.703125,-15.45703125,26575,169,,,,,
sc40_swap,True,53,7.609375,13.8046875,-6.1953125,1662,151,,,,,
